package_id,spec_id,equipment_id,type_id,type_name,option_id,option_name,unit_id,unit_name,raw_specs,literal_value,literal_unit,literal_category,literal_type
8ef53bb5-20ba-47f4-9bea-4a781605e262,8a60a711-5f48-49c5-91a9-7b22127a0f05,9e88758b-4706-4fba-a49d-a7c2e7f15b7e,,,,,,,"{"kind":"flat","type":"Maximum Required Inlet Pressure at Gas Train","unit":null,"value":"14","category":"Heating Section - Gas Fired (Natural Gas)"}",14,,Heating Section - Gas Fired (Natural Gas),Maximum Required Inlet Pressure at Gas Train
d30d2592-e779-44e8-9b89-2a530fa7de29,0980abbe-802f-47ee-bdfd-afd1b214a012,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,,,"{"kind":"flat","type":"BHP","unit":null,"value":"5.23","category":"Motor"}",5.23,,Motor,BHP
d30d2592-e779-44e8-9b89-2a530fa7de29,90d3c79d-098e-4923-865b-848c792cc815,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,,,"{"kind":"flat","type":"HP","unit":null,"value":"10","category":"Motor"}",10,,Motor,HP
d30d2592-e779-44e8-9b89-2a530fa7de29,b9a9f570-4d02-4fcc-b5c9-e9b8c7a81356,cc2c858d-fc0c-4f91-9245-850cb5b398ec,436ebb8d-e96c-4b05-9e52-601fe0335dea,CFM,,,,,"{"kind":"flat","type":"CFM","unit":null,"value":"4700","category":"Exhaust Fan"}",4700,,Exhaust Fan,CFM
d30d2592-e779-44e8-9b89-2a530fa7de29,2f1ff465-c892-4a34-afad-df74570f534f,cc2c858d-fc0c-4f91-9245-850cb5b398ec,7d359b11-a93f-466b-a04d-688e6e3334cd,External Static Pressure in Water Column,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"ESP","unit":"in. WG","value":"0.75","category":"Exhaust Fan"}",0.75,in. WG,Exhaust Fan,ESP
d30d2592-e779-44e8-9b89-2a530fa7de29,8a32be21-0d7f-49a4-968b-1a0f63ed19e4,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"TSP","unit":"in. WG","value":"1.74","category":"Exhaust Fan"}",1.74,in. WG,Exhaust Fan,TSP
d30d2592-e779-44e8-9b89-2a530fa7de29,067bb0fc-ed9f-4470-a2f8-aa376d3a086e,cc2c858d-fc0c-4f91-9245-850cb5b398ec,e20e886d-fb80-4bb8-b25f-374b29304f6b,Efficiency,,,b50e82be-8884-60bd-1cd7-4378e71c41d6,Percent,"{"kind":"flat","type":"Efficiency","unit":"%","value":"70.7","category":"Heat Exchanger (Summer)"}",70.7,%,Heat Exchanger (Summer),Efficiency
d30d2592-e779-44e8-9b89-2a530fa7de29,4ca1508a-4c85-48b3-828e-a2b24e6c0564,cc2c858d-fc0c-4f91-9245-850cb5b398ec,2d2ae19d-c0d6-41f1-a2c0-2a2b97a70745,Heating Capacity,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Total Capacity","unit":"MBH","value":"293","category":"Cooling Coil - Direct Expansion"}",293,MBH,Cooling Coil - Direct Expansion,Total Capacity
d30d2592-e779-44e8-9b89-2a530fa7de29,fccb359d-f418-439b-ba63-342745eccdff,cc2c858d-fc0c-4f91-9245-850cb5b398ec,6b991434-66c8-4d7d-929d-ff34a7df9384,Refrigerant Type,,,,,"{"kind":"flat","type":"Refrigerant Type","unit":null,"value":"R-32","category":"Integrated Air Cooled Condensing Unit"}",R-32,,Integrated Air Cooled Condensing Unit,Refrigerant Type
d30d2592-e779-44e8-9b89-2a530fa7de29,3f741dc4-3ce4-4596-80cd-385a85351346,cc2c858d-fc0c-4f91-9245-850cb5b398ec,83366f87-b79f-405b-9781-fa6362d82445,Input,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Input","unit":"MBH","value":"270","category":"Capacity"}",270,MBH,Capacity,Input
d30d2592-e779-44e8-9b89-2a530fa7de29,cbb6a8e3-c365-4755-9761-c8560204e56c,cc2c858d-fc0c-4f91-9245-850cb5b398ec,29721d76-3701-443f-ad64-6c0e38fea762,Output,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Output","unit":"MBH","value":"218.7","category":"Capacity"}",218.7,MBH,Capacity,Output
d30d2592-e779-44e8-9b89-2a530fa7de29,cade5868-e535-40bd-aa7c-3f9d7ba3e9e8,cc2c858d-fc0c-4f91-9245-850cb5b398ec,e3d4ec12-cafa-4278-a4a6-322cdec8d79c,Heat Recovery Type,,,,,"{"kind":"flat","type":"Heat Exchanger Type","unit":null,"value":"DIRECT","category":"Heating Section - Gas Fired (Natural Gas)"}",DIRECT,,Heating Section - Gas Fired (Natural Gas),Heat Exchanger Type
d30d2592-e779-44e8-9b89-2a530fa7de29,d2c93653-7e8b-4378-ba76-bb25f4339d47,cc2c858d-fc0c-4f91-9245-850cb5b398ec,ce1d6df2-55ae-4331-a614-f7446b0f8dcc,Filter Type,828c1e07-635d-480c-b0f7-bf107c53c118,MERV 13,,,"{"kind":"flat","type":"MERV","unit":null,"value":"13","category":"Outside Air Filters"}",13,,Outside Air Filters,MERV
d30d2592-e779-44e8-9b89-2a530fa7de29,da3504d9-6e3b-4917-add2-77e9819513ff,cc2c858d-fc0c-4f91-9245-850cb5b398ec,847790a6-c415-430a-80ca-1f6b3360fd8d,Area,,,,,"{"kind":"flat","type":"Area","unit":"SQ. FT.","value":"13.3","category":"Outside Air Filters"}",13.3,SQ. FT.,Outside Air Filters,Area
d30d2592-e779-44e8-9b89-2a530fa7de29,c1a4ab26-775d-4eb3-9788-e59d71b6abb9,cc2c858d-fc0c-4f91-9245-850cb5b398ec,778e1224-58f6-4cb6-af6f-7227bc5c219a,Height,,,,,"{"kind":"flat","type":"Height","unit":null,"value":"18","category":"Curb"}",18,,Curb,Height
d30d2592-e779-44e8-9b89-2a530fa7de29,1cb8b09f-7909-42ca-99ca-68c39811c991,cc2c858d-fc0c-4f91-9245-850cb5b398ec,2da9ea27-8c84-4868-809b-002ec08f6315,Weight,,,,,"{"kind":"flat","type":"Unit Weight w/ Curb","unit":"LBS.","value":"6100","category":"Curb"}",6100,LBS.,Curb,Unit Weight w/ Curb
d30d2592-e779-44e8-9b89-2a530fa7de29,6021efff-9bf1-4728-89b5-89367dff0a63,cc2c858d-fc0c-4f91-9245-850cb5b398ec,f8c7b985-288e-4160-b9f9-f923877ec673,Voltage,,,,,"{"kind":"flat","type":"Volts","unit":null,"value":"480","category":"Electrical"}",480,,Electrical,Volts
d30d2592-e779-44e8-9b89-2a530fa7de29,798af618-ebd1-42f8-bc86-e5b1de7d4c76,cc2c858d-fc0c-4f91-9245-850cb5b398ec,dc025f71-f7e9-4f8b-afe8-776f30a7acc7,Phase,dda99289-4130-4af0-b6c3-1e1b68254bc8,3Ø,,,"{"kind":"flat","type":"Phase","unit":null,"value":"3","category":"Electrical"}",3,,Electrical,Phase
d30d2592-e779-44e8-9b89-2a530fa7de29,a917fc52-af3b-402a-a780-4f4fcde1fcde,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"91.0","category":"Supply Side"}",91.0,°F,Supply Side,E.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,df1c8270-7e15-494c-82d0-d6e973a67926,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"79.2","category":"Supply Side"}",79.2,°F,Supply Side,L.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,b82e6bc5-24e6-4dae-be67-3f4f53cb1006,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"0.78","category":"Supply Side"}",0.78,IN. WG.,Supply Side,A.P.D.
d30d2592-e779-44e8-9b89-2a530fa7de29,73eaea49-d088-4f4d-8d75-8a940d837c93,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"75.0","category":"Exhaust Side"}",75.0,°F,Exhaust Side,E.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,21684eca-f258-4921-b823-6d01228f5a3f,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"85.9","category":"Exhaust Side"}",85.9,°F,Exhaust Side,L.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,b1f21fd6-fb96-4139-8cf9-c5dc24334f03,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"0.78","category":"Exhaust Side"}",0.78,IN. WG.,Exhaust Side,A.P.D.
d30d2592-e779-44e8-9b89-2a530fa7de29,975fabdb-023c-4ee1-a966-2ca1ce4b3d73,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"-10.0","category":"Supply Side"}",-10.0,°F,Supply Side,E.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,6adfb1db-97fb-4328-b816-87118077fccf,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"47.7","category":"Supply Side"}",47.7,°F,Supply Side,L.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,bfb0f447-e6ef-45fb-9207-da6f2425a690,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"0.78","category":"Supply Side"}",0.78,IN. WG.,Supply Side,A.P.D.
d30d2592-e779-44e8-9b89-2a530fa7de29,11b1e82c-0e89-4bd5-b70d-988096b95ace,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"70.0","category":"Exhaust Side"}",70.0,°F,Exhaust Side,E.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,1cb6413b-01ed-4fcd-90f1-52345fc52ead,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"13.8","category":"Exhaust Side"}",13.8,°F,Exhaust Side,L.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,d00eac9f-7547-4bcc-ae91-1c478c5d99e2,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"0.78","category":"Exhaust Side"}",0.78,IN. WG.,Exhaust Side,A.P.D.
d30d2592-e779-44e8-9b89-2a530fa7de29,25d2efd5-795d-4033-840d-af6b50e6bb69,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,b50e82be-8884-60bd-1cd7-4378e71c41d6,Percent,"{"kind":"flat","type":"Efficiency","unit":"%","value":"70.5","category":"Heat Exchanger (Winter)"}",70.5,%,Heat Exchanger (Winter),Efficiency
d30d2592-e779-44e8-9b89-2a530fa7de29,2bdb4e3f-93fa-41c7-8f27-d1b0bc2bd16d,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"79.2","category":"Cooling Coil - Direct Expansion"}",79.2,°F,Cooling Coil - Direct Expansion,E.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,1fa33fdc-dd40-4a02-aeb1-26ac893aa652,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"53.1","category":"Cooling Coil - Direct Expansion"}",53.1,°F,Cooling Coil - Direct Expansion,L.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,5997e807-3328-45b7-97b4-29a5b4b5c8d8,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"0.78","category":"Cooling Coil - Direct Expansion"}",0.78,IN. WG.,Cooling Coil - Direct Expansion,A.P.D.
d30d2592-e779-44e8-9b89-2a530fa7de29,1293b1e7-5183-4e35-a6d4-8ef3b1b23bb3,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Total Capacity","unit":"MBH","value":"103.8","category":"Hot Gas Reheat Coil - Direct Expansion"}",103.8,MBH,Hot Gas Reheat Coil - Direct Expansion,Total Capacity
d30d2592-e779-44e8-9b89-2a530fa7de29,e0b88c83-865b-44ad-8c6e-8038c353ba6c,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.D.B.","unit":"°F","value":"55.8","category":"Hot Gas Reheat Coil - Direct Expansion"}",55.8,°F,Hot Gas Reheat Coil - Direct Expansion,E.D.B.
d30d2592-e779-44e8-9b89-2a530fa7de29,9487f185-744d-41da-b4c4-0c5afe491060,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.D.B.","unit":"°F","value":"75.0","category":"Hot Gas Reheat Coil - Direct Expansion"}",75.0,°F,Hot Gas Reheat Coil - Direct Expansion,L.D.B.
d30d2592-e779-44e8-9b89-2a530fa7de29,f8d7e577-a883-4555-9513-c14c4d7c9a3a,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"0.03","category":"Hot Gas Reheat Coil - Direct Expansion"}",0.03,IN. WG.,Hot Gas Reheat Coil - Direct Expansion,A.P.D.
d30d2592-e779-44e8-9b89-2a530fa7de29,64ba9d85-b18b-424d-8f76-e16f16083e6f,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"Design Max Ambient Temp. at DX Cooling","unit":"°F","value":"95","category":"Integrated Air Cooled Condensing Unit"}",95,°F,Integrated Air Cooled Condensing Unit,Design Max Ambient Temp. at DX Cooling
d30d2592-e779-44e8-9b89-2a530fa7de29,5ec7d7fd-11ea-4835-b06d-74a70a7b02ab,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"Design Min Ambient Temp. at DX Cooling","unit":"°F","value":"45","category":"Integrated Air Cooled Condensing Unit"}",45,°F,Integrated Air Cooled Condensing Unit,Design Min Ambient Temp. at DX Cooling
d30d2592-e779-44e8-9b89-2a530fa7de29,09b55231-a720-4337-90be-18774fc8ea65,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"47.7","category":"Air Temp"}",47.7,°F,Air Temp,E.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,e4fe873f-a310-486b-893a-f82e919c5a55,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"93.4","category":"Air Temp"}",93.4,°F,Air Temp,L.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,5689b776-76c2-4556-9d05-a06733d8848a,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,,,"{"kind":"flat","type":"Min","unit":null,"value":"6","category":"Manufacturer Required Inlet Pressure At Gas Train"}",6,,Manufacturer Required Inlet Pressure At Gas Train,Min
d30d2592-e779-44e8-9b89-2a530fa7de29,6bf319f0-df18-49b5-8b40-5e1264b71952,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,,,"{"kind":"flat","type":"Max","unit":null,"value":"10.5","category":"Manufacturer Required Inlet Pressure At Gas Train"}",10.5,,Manufacturer Required Inlet Pressure At Gas Train,Max
d30d2592-e779-44e8-9b89-2a530fa7de29,5d186ad5-0bc7-4064-a037-41e8a1c6d0ac,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"SP Total","unit":"in. WG","value":"0.44","category":"Outside Air Filters"}",0.44,in. WG,Outside Air Filters,SP Total
d30d2592-e779-44e8-9b89-2a530fa7de29,45c02f24-248e-4a18-b989-e337d2e1f635,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,,,"{"kind":"flat","type":"Standard","unit":null,"value":"NO","category":"Curb"}",NO,,Curb,Standard
d30d2592-e779-44e8-9b89-2a530fa7de29,9860d0e0-2dc1-4924-86ff-740a4332fcba,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,,,"{"kind":"flat","type":"Vibration Isolation Spring Curb","unit":null,"value":"YES","category":"Curb"}",YES,,Curb,Vibration Isolation Spring Curb
d30d2592-e779-44e8-9b89-2a530fa7de29,d56d28cd-c24b-4d83-aef9-332cbe77fe0d,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,,,"{"kind":"flat","type":"SA/RA Config.","unit":null,"value":"BOTTOM","category":"Curb"}",BOTTOM,,Curb,SA/RA Config.
d30d2592-e779-44e8-9b89-2a530fa7de29,ab9a15ba-3c48-4554-8326-1ff4d0ddffec,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,,,"{"kind":"flat","type":"EA/OA Config.","unit":null,"value":"BOTTOM","category":"Curb"}",BOTTOM,,Curb,EA/OA Config.
d30d2592-e779-44e8-9b89-2a530fa7de29,82e83bab-7ac2-4732-b5ad-0e5633b8ea03,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,,,"{"kind":"flat","type":"FLA","unit":null,"value":"53","category":"Electrical"}",53,,Electrical,FLA
d30d2592-e779-44e8-9b89-2a530fa7de29,daa9e6fa-be62-4eb2-be09-ef542c93076c,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,,,"{"kind":"flat","type":"MCA","unit":null,"value":"80","category":"Electrical"}",80,,Electrical,MCA
d30d2592-e779-44e8-9b89-2a530fa7de29,885ba3e9-3dd8-4cf6-a77e-04cf022e7b7d,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,,,"{"kind":"flat","type":"MOP","unit":null,"value":"80","category":"Electrical"}",80,,Electrical,MOP
d30d2592-e779-44e8-9b89-2a530fa7de29,2e700909-accb-4f97-a0ab-9411483bce75,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,b587274f-851a-4db2-a430-02c0c13ca0b2,kiloampere,"{"kind":"flat","type":"SCCR","unit":"KA","value":"5","category":"Electrical"}",5,KA,Electrical,SCCR
d30d2592-e779-44e8-9b89-2a530fa7de29,f8fcaf5d-8158-4fe7-b877-9ff2ba9028ef,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,,,"{"kind":"flat","type":"Options/Accessories","unit":null,"value":"B","category":null}",B,,,Options/Accessories
d30d2592-e779-44e8-9b89-2a530fa7de29,686de316-a1c6-4cea-8b3a-59fbe4e3991b,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,,,"{"kind":"flat","type":"Model Number","unit":null,"value":"RN-014-3-0-HABY-V0-21-000-A","category":null}",RN-014-3-0-HABY-V0-21-000-A,,,Model Number
d30d2592-e779-44e8-9b89-2a530fa7de29,76d909e2-fc08-473c-a54a-d1f55289ea34,cc2c858d-fc0c-4f91-9245-850cb5b398ec,,,,,,,"{"kind":"flat","type":"Keyed Notes","unit":null,"value":null,"category":null}",,,,Keyed Notes
d30d2592-e779-44e8-9b89-2a530fa7de29,c7ea0101-0310-4d8d-978e-d7290a0537fd,17d82929-a10e-48a4-a2f3-eb0f29d84f85,ab685915-020e-4475-9f80-8a2915e81d5c,Air Flow,,,,,"{"kind":"flat","type":"CFM","unit":null,"value":"13000","category":null}",13000,,,CFM
d30d2592-e779-44e8-9b89-2a530fa7de29,3a36d8f1-2e39-4c01-8943-0accd6ccb6bd,17d82929-a10e-48a4-a2f3-eb0f29d84f85,385a8abb-6167-4062-88c6-d7ffc22a5a39,External Static Pressure,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"ESP","unit":"in. WG","value":"1.50","category":"Supply Fan"}",1.50,in. WG,Supply Fan,ESP
d30d2592-e779-44e8-9b89-2a530fa7de29,469f6519-1723-4666-9371-7ae36f87fcd3,17d82929-a10e-48a4-a2f3-eb0f29d84f85,cb8c6b90-9701-476a-87e6-2e3c919b1050,Control Type,,,,,"{"kind":"flat","type":"Control Type","unit":null,"value":"DAT DSP-VAV","category":"Motor"}",DAT DSP-VAV,,Motor,Control Type
d30d2592-e779-44e8-9b89-2a530fa7de29,9418c1eb-4d0a-4e91-bac6-b694ab8bc71d,17d82929-a10e-48a4-a2f3-eb0f29d84f85,436ebb8d-e96c-4b05-9e52-601fe0335dea,CFM,,,,,"{"kind":"flat","type":"CFM","unit":null,"value":"11800","category":"Exhaust Fan"}",11800,,Exhaust Fan,CFM
d30d2592-e779-44e8-9b89-2a530fa7de29,f49f9f71-4af8-417e-b65d-d827f2c53087,17d82929-a10e-48a4-a2f3-eb0f29d84f85,7d359b11-a93f-466b-a04d-688e6e3334cd,External Static Pressure in Water Column,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"ESP","unit":"in. WG","value":"0.75","category":"Exhaust Fan"}",0.75,in. WG,Exhaust Fan,ESP
d30d2592-e779-44e8-9b89-2a530fa7de29,2289dce9-fa18-4997-9964-205b58e93084,17d82929-a10e-48a4-a2f3-eb0f29d84f85,e20e886d-fb80-4bb8-b25f-374b29304f6b,Efficiency,,,b50e82be-8884-60bd-1cd7-4378e71c41d6,Percent,"{"kind":"flat","type":"Efficiency","unit":"%","value":"78.3","category":"Heat Exchanger (Summer)"}",78.3,%,Heat Exchanger (Summer),Efficiency
d30d2592-e779-44e8-9b89-2a530fa7de29,c2f3f4b1-7fa4-478f-82de-eef0e1145909,17d82929-a10e-48a4-a2f3-eb0f29d84f85,2d2ae19d-c0d6-41f1-a2c0-2a2b97a70745,Heating Capacity,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Total Capacity","unit":"MBH","value":"328.4","category":"Cooling Coil - Direct Expansion"}",328.4,MBH,Cooling Coil - Direct Expansion,Total Capacity
d30d2592-e779-44e8-9b89-2a530fa7de29,850c1117-d431-435a-afc9-bf54d3326f14,17d82929-a10e-48a4-a2f3-eb0f29d84f85,6b991434-66c8-4d7d-929d-ff34a7df9384,Refrigerant Type,,,,,"{"kind":"flat","type":"Refrigerant Type","unit":null,"value":"R-32","category":"Integrated Air Cooled Condensing Unit"}",R-32,,Integrated Air Cooled Condensing Unit,Refrigerant Type
d30d2592-e779-44e8-9b89-2a530fa7de29,d3a9a156-e53b-49cd-83a0-e7b3dfb55018,17d82929-a10e-48a4-a2f3-eb0f29d84f85,83366f87-b79f-405b-9781-fa6362d82445,Input,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Input","unit":"MBH","value":"600","category":"Capacity"}",600,MBH,Capacity,Input
d30d2592-e779-44e8-9b89-2a530fa7de29,137f6291-aced-44f4-bf2d-7854c6afeb6d,17d82929-a10e-48a4-a2f3-eb0f29d84f85,29721d76-3701-443f-ad64-6c0e38fea762,Output,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Output","unit":"MBH","value":"486","category":"Capacity"}",486,MBH,Capacity,Output
d30d2592-e779-44e8-9b89-2a530fa7de29,634ecff7-9133-4f3d-912a-ee7393f2b497,17d82929-a10e-48a4-a2f3-eb0f29d84f85,6134d6e9-682b-4087-bf93-0ec5fdc07f9f,Coil Type,,,,,"{"kind":"flat","type":"Heat Exchanger Type","unit":null,"value":"DIRECT","category":"Heating Section - Gas Fired (Natural Gas)"}",DIRECT,,Heating Section - Gas Fired (Natural Gas),Heat Exchanger Type
d30d2592-e779-44e8-9b89-2a530fa7de29,1dc58042-6e7a-4046-a06b-3988f64e3230,17d82929-a10e-48a4-a2f3-eb0f29d84f85,ce1d6df2-55ae-4331-a614-f7446b0f8dcc,Filter Type,828c1e07-635d-480c-b0f7-bf107c53c118,MERV 13,,,"{"kind":"flat","type":"MERV","unit":null,"value":"13","category":"Outside Air Filters"}",13,,Outside Air Filters,MERV
d30d2592-e779-44e8-9b89-2a530fa7de29,ac64408e-fbd4-43f6-a868-c768365fc1c2,17d82929-a10e-48a4-a2f3-eb0f29d84f85,847790a6-c415-430a-80ca-1f6b3360fd8d,Area,,,,,"{"kind":"flat","type":"Area","unit":"SQ. FT.","value":"24.0","category":"Outside Air Filters"}",24.0,SQ. FT.,Outside Air Filters,Area
d30d2592-e779-44e8-9b89-2a530fa7de29,7f3f2d06-bd0d-4c00-a201-40b6537f9c34,17d82929-a10e-48a4-a2f3-eb0f29d84f85,778e1224-58f6-4cb6-af6f-7227bc5c219a,Height,,,,,"{"kind":"flat","type":"Height","unit":null,"value":"18","category":"Curb"}",18,,Curb,Height
d30d2592-e779-44e8-9b89-2a530fa7de29,bb139691-ccce-4b91-ad90-10b59581a0b3,17d82929-a10e-48a4-a2f3-eb0f29d84f85,2da9ea27-8c84-4868-809b-002ec08f6315,Weight,,,,,"{"kind":"flat","type":"Unit Weight w/ Curb","unit":"LBS.","value":"11600","category":"Curb"}",11600,LBS.,Curb,Unit Weight w/ Curb
d30d2592-e779-44e8-9b89-2a530fa7de29,25cf24ab-4346-477c-ad2f-25fbcea2b20a,17d82929-a10e-48a4-a2f3-eb0f29d84f85,f8c7b985-288e-4160-b9f9-f923877ec673,Voltage,,,,,"{"kind":"flat","type":"Volts","unit":null,"value":"480","category":"Electrical"}",480,,Electrical,Volts
d30d2592-e779-44e8-9b89-2a530fa7de29,ab734937-9722-47f5-ad8c-8b427a71b39e,17d82929-a10e-48a4-a2f3-eb0f29d84f85,dc025f71-f7e9-4f8b-afe8-776f30a7acc7,Phase,,,,,"{"kind":"flat","type":"Phase","unit":null,"value":"3","category":"Electrical"}",3,,Electrical,Phase
d30d2592-e779-44e8-9b89-2a530fa7de29,3bb27096-8889-4344-a434-41b9ecfa8a81,17d82929-a10e-48a4-a2f3-eb0f29d84f85,60970593-c7d5-42e1-bba0-8f1fcf8cd3d9,Full Load Amperage,,,,,"{"kind":"flat","type":"FLA","unit":null,"value":"98","category":"Electrical"}",98,,Electrical,FLA
